5.722367659350220594e-04,1.440425458875911090e+03
6.579332246575682417e-04,1.381569247020008333e+03
7.564633275546290073e-04,1.329864855336371875e+03
8.697490026177834418e-04,1.281622199250607991e+03
1.000000000000000021e-03,1.241032563817397204e+03
1.149756995397735633e-03,1.204596660738004857e+03
1.321941148466028622e-03,1.173418998031476804e+03
1.519911082952933243e-03,1.145776465403981547e+03
1.747528400007684673e-03,1.122792911888392609e+03
2.009233002565048026e-03,1.101582652265786464e+03
2.310129700083160455e-03,1.083352613944955465e+03
2.656087782946686768e-03,1.067967175980681986e+03
3.053855508833415357e-03,1.054055879356118339e+03
3.511191734215130845e-03,1.042808799001391208e+03
4.037017258596553408e-03,1.031681728239118684e+03
4.641588833612782412e-03,1.023109489245008945e+03
5.336699231206312212e-03,1.015818568941523381e+03
6.135907273413176120e-03,1.008579605461261963e+03
7.054802310718645032e-03,1.002586557933028530e+03
8.111308307896872294e-03,9.978177700700597370e+02
9.326033468832199691e-03,9.930716648747369391e+02
1.072267222010323158e-02,9.895269065571336569e+02
1.232846739442065853e-02,9.859948012151158991e+02
1.417474162926804851e-02,9.836470714411434528e+02
1.629750834620645114e-02,9.813049317930872348e+02
1.873817422860384746e-02,9.789683689604258916e+02
2.154434690031884619e-02,9.766373696643310041e+02
2.477076355991711387e-02,9.754739522015098601e+02
2.848035868435801893e-02,9.743119206575923954e+02
3.274549162877728181e-02,9.731512733816056198e+02
3.764935806792467365e-02,9.719920087245425293e+02
4.328761281083061407e-02,9.708341250393611972e+02
4.977023564332114236e-02,9.696776206809812493e+02
5.722367659350219987e-02,9.696776206809812493e+02
6.579332246575682330e-02,9.685224940062821588e+02
7.564633275546291113e-02,9.685224940062821588e+02
8.697490026177834288e-02,9.673687433741009727e+02
1.000000000000000056e-01,9.673687433741009727e+02
1.149756995397735598e-01,9.673687433741009727e+02
1.321941148466028726e-01,9.662163671452294693e+02
1.519911082952933035e-01,9.662163671452294693e+02
1.747528400007682947e-01,9.662163671452294693e+02
2.009233002565045945e-01,9.650653636824121122e+02
2.310129700083158044e-01,9.650653636824121122e+02
2.656087782946689457e-01,9.650653636824121122e+02
3.053855508833418497e-01,9.650653636824121122e+02
3.511191734215134419e-01,9.662163671452294693e+02
4.037017258596558023e-01,9.650653636824121122e+02
4.641588833612781961e-01,9.650653636824121122e+02
5.336699231206312177e-01,9.650653636824121122e+02
6.135907273413175878e-01,9.650653636824121122e+02
7.054802310718645275e-01,9.650653636824121122e+02
8.111308307896872849e-01,9.650653636824121122e+02
9.326033468832198858e-01,9.650653636824121122e+02
1.072267222010323096e+00,9.650653636824121122e+02
1.232846739442065909e+00,9.650653636824121122e+02
1.417474162926804837e+00,9.650653636824121122e+02
1.629750834620643518e+00,9.650653636824121122e+02
1.873817422860382997e+00,9.650653636824121122e+02
2.154434690031886479e+00,9.650653636824121122e+02
2.477076355991713719e+00,9.650653636824121122e+02
2.848035868435804918e+00,9.650653636824121122e+02
3.274549162877731678e+00,9.650653636824121122e+02
3.764935806792471418e+00,9.650653636824121122e+02
4.328761281083061796e+00,9.650653636824121122e+02
4.977023564332113459e+00,9.639157313503441173e+02
5.722367659350219959e+00,9.650653636824121122e+02
6.579332246575682497e+00,9.639157313503441173e+02
7.564633275546290392e+00,9.650653636824121122e+02
8.697490026177835176e+00,9.650653636824121122e+02
1.000000000000000000e+01,9.639157313503441173e+02
