4.081632653061224641e-04,6.533153315331533122e+02
6.122448979591836420e-04,5.952595259525952542e+02
8.163265306122449282e-04,5.720072007200719781e+02
1.020408163265306214e-03,5.579057905790579071e+02
1.224489795918367284e-03,5.496549654965496075e+02
1.428571428571428570e-03,5.439543954395439869e+02
1.632653061224489856e-03,5.394539453945394598e+02
1.836734693877551143e-03,5.361536153615361400e+02
2.040816326530612429e-03,5.334533453345334237e+02
2.244897959183673498e-03,5.310531053105310093e+02
2.448979591836734568e-03,5.297029702970296512e+02
2.653061224489796071e-03,5.280528052805279913e+02
2.857142857142857140e-03,5.267026702670267468e+02
3.061224489795918643e-03,5.256525652565256905e+02
3.265306122448979713e-03,5.246024602460246342e+02
3.469387755102040782e-03,5.238523852385238797e+02
3.673469387755102285e-03,5.231023102310231252e+02
3.877551020408163355e-03,5.226522652265226725e+02
4.081632653061224858e-03,5.220522052205220689e+02
4.285714285714285927e-03,5.214521452145214653e+02
4.489795918367346997e-03,5.213021302130213144e+02
4.693877551020408066e-03,5.202520252025202581e+02
4.897959183673469136e-03,5.201020102010201072e+02
5.102040816326531072e-03,5.198019801980198054e+02
5.306122448979592142e-03,5.192019201920192017e+02
5.510204081632653211e-03,5.193519351935193527e+02
5.714285714285714281e-03,5.189018901890188999e+02
5.918367346938775350e-03,5.184518451845184472e+02
6.122448979591837287e-03,5.181518151815181454e+02
6.326530612244898356e-03,5.178517851785178436e+02
6.530612244897959426e-03,5.174017401740173909e+02
6.734693877551020495e-03,5.174017401740173909e+02
6.938775510204081565e-03,5.174017401740173909e+02
7.142857142857143501e-03,5.169516951695169382e+02
7.346938775510204571e-03,5.171017101710170891e+02
7.551020408163265640e-03,5.166516651665166364e+02
7.755102040816326710e-03,5.166516651665166364e+02
7.959183673469387779e-03,5.165016501650164855e+02
8.163265306122449716e-03,5.163516351635163346e+02
8.367346938775509918e-03,5.162016201620161837e+02
8.571428571428571855e-03,5.159015901590158819e+02
8.775510204081633792e-03,5.160516051605160328e+02
8.979591836734693994e-03,5.157515751575157310e+02
9.183673469387755930e-03,5.156015601560155801e+02
9.387755102040816133e-03,5.157515751575157310e+02
9.591836734693878069e-03,5.157515751575157310e+02
9.795918367346938271e-03,5.159015901590158819e+02
1.000000000000000021e-02,5.159015901590158819e+02
